name,country,city,ranking,programs,tuition,scholarship,website
Evangelische Fachhochschule Ludwigshafen Hochschule für Sozial- und Gesundheitswesen,Germany,Munich,44,"Robotics, MS Computer Science, Software Engineering",4860,High,http://www.efhlu.de/
"Evangelische Fachhochschule Reutlingen-Ludwigsburg, Hochschule für Soziale Arbeit, Religionspädagogik und Diakonie",Germany,Berlin,252,"Robotics, Cybersecurity, Software Engineering",2500,Medium,http://www.efh-reutlingen-ludwigsburg.de/
Evangelische Hochschule für Soziale Arbeit Dresden (FH),Germany,Munich,481,"Business Analytics, Cybersecurity, Artificial Intelligence",10305,High,http://www.ehs-dresden.de/
European Management School,Germany,Munich,331,"Data Science, MS Computer Science, MBA",14488,Medium,http://www.ems-mainz.de/
Europäische Fachhochschule,Germany,Berlin,379,"Cybersecurity, Software Engineering, MBA",3311,Medium,http://www.eufh.de/
Europa-Universität Viadrina Frankfurt (Oder),Germany,Berlin,384,"Robotics, Software Engineering, Data Science",6590,Very High,http://www.euv-frankfurt-o.de/
"Evangelische Fachhochschule Berlin, Fachhochschule für Sozialarbeit und Sozialpädagogik",Germany,Munich,419,"Data Science, Cybersecurity, MBA",12309,Very High,http://www.evfh-berlin.de/
Evangelische Fachhochschule Nürnberg,Germany,Berlin,44,"Artificial Intelligence, Robotics, MBA",10714,Very High,http://www.evfh-nuernberg.de/
Fern-Fachhochschule Hamburg,Germany,Berlin,362,"MS Computer Science, Software Engineering, Business Analytics",4651,Low,http://www.fern-fh.de/
Fernuniversität Gesamthochschule Hagen,Germany,Berlin,323,"Software Engineering, MBA, Business Analytics",1615,Medium,http://www.fernuni-hagen.de/
Fachhochschule Aachen,Germany,Munich,73,"Cybersecurity, Data Science, Robotics",3414,High,http://www.fh-aachen.de/
Fachhochschule Aschaffenburg,Germany,Berlin,65,"Cybersecurity, MS Computer Science, Robotics",2237,Low,http://www.fh-aschaffenburg.de/
Technical University of Applied Sciences Augsburg,Germany,Berlin,423,"Artificial Intelligence, Software Engineering, MBA",10078,Low,https://www.tha.de/
Internationale Fachhochschule Bad Honnef,Germany,Munich,193,"Artificial Intelligence, Software Engineering, Data Science",5486,Low,http://www.fh-bad-honnef.de/
"Fachhochschule Biberach, Hochschule für Bauwesen und Wirtschaft",Germany,Berlin,492,"Cybersecurity, MS Computer Science, Business Analytics",6289,Low,http://www.fh-biberach.de/
Fachhochschule Bielefeld,Germany,Munich,269,"MBA, Cybersecurity, Data Science",5234,Low,http://www.fh-bielefeld.de/
Fachhochschule Bingen,Germany,Berlin,306,"MBA, Robotics, Software Engineering",5277,Medium,http://www.fh-bingen.de/
Fachhochschule Bochum,Germany,Munich,166,"MS Computer Science, Cybersecurity, Artificial Intelligence",7737,Medium,http://www.fh-bochum.de/
Hochschule Bonn-Rhein-Sieg,Germany,Munich,67,"Cybersecurity, MS Computer Science, Data Science",13996,Very High,http://www.hochschule-bonn-rhein-sieg.de/
Fachhochschule Brandenburg,Germany,Munich,149,"Cybersecurity, Software Engineering, Robotics",3442,Medium,http://www.fh-brandenburg.de/
Technische Hochschule Brandenburg,Germany,Munich,321,"Robotics, Business Analytics, Software Engineering",10691,High,http://www.th-brandenburg.de/
Technische Hochschule Deggendorf,Germany,Berlin,382,"Business Analytics, Robotics, MBA",10533,Medium,http://www.th-deg.de/
Fachhochschule Dortmund,Germany,Berlin,161,"Software Engineering, Artificial Intelligence, MBA",3022,Low,http://www.fh-dortmund.de/
Hochschule Düsseldorf,Germany,Berlin,426,"Data Science, Cybersecurity, MBA",11104,Very High,http://www.hs-duesseldorf.de/
Fachhochschule für die Wirtschaft,Germany,Munich,156,"Cybersecurity, Robotics, MBA",10023,Very High,http://www.fhdw.bib.de/
Fachhochschule der Wirtschaft,Germany,Munich,18,"MS Computer Science, Robotics, Business Analytics",12250,Very High,http://www.fhdw.de/
Fachhochschule Eberswalde,Germany,Munich,42,"Cybersecurity, MS Computer Science, Artificial Intelligence",12549,Very High,http://www.fh-eberswalde.de/
Fachhochschule Erfurt,Germany,Munich,484,"Software Engineering, MBA, Robotics",9086,High,http://www.fh-erfurt.de/
Fachhochschule Flensburg,Germany,Berlin,380,"MBA, Software Engineering, Robotics",1339,Very High,http://www.fh-flensburg.de/
Fachhochschule Frankfurt am Main,Germany,Munich,397,"MBA, Software Engineering, Business Analytics",1727,Low,http://www.fh-frankfurt.de/
Europa Fachhochschule Fresenius,Germany,Munich,289,"MS Computer Science, Artificial Intelligence, Software Engineering",3779,Low,http://www.fh-fresenius.de/
"Fachhochschule Furtwangen, Hochschule für Technik und Wirtschaft",Germany,Munich,56,"Artificial Intelligence, Software Engineering, Cybersecurity",5262,Medium,http://www.fh-furtwangen.de/
Fachhochschule Gelsenkirchen,Germany,Berlin,455,"Data Science, Artificial Intelligence, MS Computer Science",11254,High,http://www.fh-gelsenkirchen.de/
Fachhochschule Gießen-Friedberg,Germany,Berlin,170,"Robotics, Artificial Intelligence, Data Science",10641,Very High,http://www.fh-giessen.de/
Fachhochschule Hamburg,Germany,Munich,206,"Artificial Intelligence, Software Engineering, Data Science",6976,High,http://www.fh-hamburg.de/
Hamburg University of Applied Sciences (HAW Hamburg),Germany,Berlin,316,"Software Engineering, Data Science, MBA",7245,Medium,https://haw-hamburg.de
Fachhochschule Hannover,Germany,Munich,210,"Robotics, Business Analytics, MBA",4902,Very High,http://www.fh-hannover.de/
Fachhochschule Heidelberg,Germany,Berlin,280,"Robotics, Cybersecurity, Business Analytics",14516,Very High,http://www.fh-heidelberg.de/
"Fachhochschule Heilbronn, Hochschule für Technik und Wirtschaft",Germany,Berlin,393,"Artificial Intelligence, Data Science, Robotics",5495,Low,http://www.fh-heilbronn.de/
"Fachhochschule Hildesheim/Holzminden/Göttingen, Hochschule für angewandte Wissenschaft und Kunst",Germany,Munich,298,"MS Computer Science, Software Engineering, MBA",1700,Medium,http://www.fh-hildesheim.de/
Fachhochschule Hof,Germany,Berlin,305,"Artificial Intelligence, MS Computer Science, Cybersecurity",4016,Very High,http://www.fh-hof.de/
Technische Hochschule Ingolstadt,Germany,Berlin,42,"Software Engineering, Cybersecurity, MS Computer Science",11075,High,https://www.thi.de/
"Fachhochschule und Berufskollegs NTA, Prof.Dr. Grübler gemein. GmbH",Germany,Munich,318,"Artificial Intelligence, Business Analytics, MBA",8176,Low,http://www.fh-isny.de/
Fachhochschule Jena,Germany,Berlin,247,"Business Analytics, Artificial Intelligence, Data Science",6933,Very High,http://www.fh-jena.de/
"Fachhochschule Karlsruhe, Hochschule für Technik",Germany,Munich,433,"MBA, Artificial Intelligence, Cybersecurity",6663,High,http://www.fh-karlsruhe.de/
"Fachhochschule Kempten, Hochschule für Technik und Wirtschaft",Germany,Berlin,460,"Artificial Intelligence, Robotics, MBA",8588,Very High,http://www.fh-Kempten.de/
Fachhochschule Kiel,Germany,Munich,101,"MBA, Business Analytics, Cybersecurity",3498,Very High,http://www.fh-kiel.de/
Fachhochschule Kaiserslautern,Germany,Munich,136,"MBA, Robotics, Data Science",9327,Low,http://www.fh-kl.de/
Fachhochschule Koblenz,Germany,Munich,272,"Artificial Intelligence, Software Engineering, MS Computer Science",14788,Medium,http://www.fh-koblenz.de/
Technische Hochschule Köln,Germany,Munich,114,"Data Science, MS Computer Science, Business Analytics",8577,Low,https://www.th-koeln.de/
"Fachhochschule Konstanz, Hochschule für Technik, Wirtschaft und Gestaltung",Germany,Berlin,185,"Software Engineering, MS Computer Science, Business Analytics",4238,Medium,http://www.fh-konstanz.de/
Staatlich anerkannte Fachhochschule für Kunsttherapie,Germany,Munich,476,"Cybersecurity, Robotics, MS Computer Science",11133,High,http://www.fhkt.de/
"Fachhochschule Landshut, Hochschule für Wirtschaft - Sozialwesen - Technik",Germany,Berlin,337,"MBA, MS Computer Science, Data Science",13281,High,http://www.fh-landshut.de/
Fachhochschule Lausitz,Germany,Munich,463,"MS Computer Science, MBA, Software Engineering",10683,Low,http://www.fh-lausitz.de/
Fachhochschule Lippe,Germany,Berlin,8,"Artificial Intelligence, MBA, MS Computer Science",1315,Low,http://www.fh-lippe.de/
"Fachhochschule Ludwigshafen, Hochschule für Wirtschaft",Germany,Munich,34,"Robotics, Artificial Intelligence, Business Analytics",3573,Low,http://www.fh-ludwigshafen.de/
Fachhochschule Lübeck,Germany,Munich,424,"Robotics, Business Analytics, MS Computer Science",8007,Medium,http://www.fh-luebeck.de/
Fachhochschule Mainz,Germany,Berlin,200,"Artificial Intelligence, Robotics, Cybersecurity",9883,Very High,http://www.fh-mainz.de/
"Fachhochschule Mannheim, Hochschule für Technik und Gestaltung",Germany,Munich,27,"Robotics, Business Analytics, MS Computer Science",1500,Medium,http://www.fh-mannheim.de/
Fachhochschule Merseburg,Germany,Munich,268,"Cybersecurity, MBA, MS Computer Science",6329,High,http://www.fh-merseburg.de/
Fachhochschule des Mittelstandes (FHM),Germany,Munich,184,"Robotics, Business Analytics, MBA",1964,Very High,http://www.fhm-mittelstand.de/
Fachhochschule München,Germany,Berlin,30,"MS Computer Science, Artificial Intelligence, Robotics",1117,Medium,http://www.fh-muenchen.de/
Hochschule München,Germany,Munich,288,"Robotics, Business Analytics, Data Science",11458,Very High,http://www.hm.edu/
Fachhochschule Münster,Germany,Munich,465,"Business Analytics, MBA, MS Computer Science",13526,Medium,http://www.fh-muenster.de/
Fachhochschule Neubrandenburg,Germany,Berlin,88,"Cybersecurity, Data Science, Artificial Intelligence",5637,Very High,http://www.fh-nb.de/
"Hochschule Neu-Ulm, Hochschule Neu-Ulm University of applied sciences",Germany,Berlin,43,"Robotics, Software Engineering, Cybersecurity",2776,Very High,http://www.hs-neu-ulm.de/
Fachhochschule Niederrhein,Germany,Munich,435,"Business Analytics, MS Computer Science, Data Science",4611,Low,http://www.fh-niederrhein.de/
Fachhochschule Nordostniedersachsen,Germany,Munich,407,"MS Computer Science, Cybersecurity, Software Engineering",4300,Medium,http://www.fhnon.de/
Fachhochschule Nordhausen,Germany,Berlin,6,"Artificial Intelligence, Cybersecurity, Data Science",4351,Low,http://www.fh-nordhausen.de/
Georg-Simon-Ohm-Fachhochschule Nürnberg,Germany,Berlin,485,"Software Engineering, MBA, Artificial Intelligence",9481,High,http://www.fh-nuernberg.de/
"Fachhochschule Nürtingen, Hochschule für Wirtschaft, Landwirtschaft und Landespflege",Germany,Berlin,111,"Cybersecurity, Artificial Intelligence, MBA",3408,High,http://www.fh-nuertingen.de/
Fachhochschule für das öffentliche Bibliothekswesen Bonn,Germany,Munich,92,"Software Engineering, Robotics, MBA",8862,Low,http://www.fhoebb.de/
"Fachhochschule Offenburg, Hochschule für Technik und Wirtschaft",Germany,Munich,420,"Artificial Intelligence, MBA, Software Engineering",6637,Medium,http://www.fh-offenburg.de/
Fachhochschule Oldenburg/Ostfriesland/Wilhelmshaven,Germany,Berlin,279,"MBA, MS Computer Science, Business Analytics",6019,Medium,http://www.fh-oow.de/
Fachhochschule Osnabrück,Germany,Munich,237,"Software Engineering, Data Science, Artificial Intelligence",5155,Low,http://www.fh-osnabrueck.de/
Freie Kunst-Studienstätte Ottersberg,Germany,Munich,65,"Artificial Intelligence, Business Analytics, Data Science",7342,Medium,http://www.fh-ottersberg.de/
"Fachhochschule Pforzheim, Hochschule für Gestaltung, Technik und Wirtschaft",Germany,Munich,422,"Artificial Intelligence, Business Analytics, Robotics",12436,High,http://www.fh-pforzheim.de/
Fachhochschule Potsdam,Germany,Berlin,302,"Artificial Intelligence, Business Analytics, MS Computer Science",9939,Medium,http://www.fh-potsdam.de/
Fachhochschule Regensburg,Germany,Munich,354,"Business Analytics, MBA, Robotics",7651,Very High,http://www.fh-regensburg.de/
"Fachhochschule Reutlingen, Hochschule für Technik und Wirtschaft",Germany,Berlin,453,"Data Science, Business Analytics, Cybersecurity",10804,Very High,http://www.fh-reutlingen.de/
"Deutsch-Ordens Fachhochschule Riedlingen, Hochschule für Wirtschaft",Germany,Munich,445,"Artificial Intelligence, Data Science, Robotics",7417,Medium,http://www.fh-riedlingen.de/
Engineering Institute of Technology,Australia,Melbourne,92,"MS Computer Science, Business Analytics, Cybersecurity",48973,Very High,https://www.eit.edu.au/
Australian Correspondence Schools,Australia,Sydney,401,"Data Science, MS Computer Science, MBA",48945,Low,http://www.acs.edu.au/
Australian Catholic University,Australia,Melbourne,51,"Cybersecurity, Artificial Intelligence, Robotics",54378,High,http://www.acu.edu.au/
University of Adelaide,Australia,Melbourne,44,"Software Engineering, MS Computer Science, Robotics",36864,Medium,http://www.adelaide.edu.au/
Australian Defence Force Academy,Australia,Sydney,269,"MBA, Robotics, Cybersecurity",47810,Medium,http://www.adfa.oz.au/
Australian Lutheran College,Australia,Sydney,9,"Software Engineering, Robotics, MBA",39717,Medium,http://www.alc.edu.au/
Australian Maritime College,Australia,Melbourne,274,"Robotics, MS Computer Science, Business Analytics",39337,Very High,http://www.amc.edu.au/
Australian National University,Australia,Melbourne,133,"MS Computer Science, Artificial Intelligence, Cybersecurity",35127,Medium,http://www.anu.edu.au/
Avondale University,Australia,Melbourne,472,"Business Analytics, Artificial Intelligence, Data Science",28318,Medium,http://www.avondale.edu.au/
Federation University Australia,Australia,Melbourne,396,"Business Analytics, Cybersecurity, Artificial Intelligence",49417,Medium,http://federation.edu.au/
Bond University,Australia,Melbourne,225,"Robotics, Artificial Intelligence, Data Science",36604,Low,http://www.bond.edu.au/
University of Canberra,Australia,Sydney,427,"MS Computer Science, Robotics, Software Engineering",31853,High,http://www.canberra.edu.au/
Charles Darwin University,Australia,Sydney,340,"MBA, Business Analytics, MS Computer Science",27720,Low,http://www.cdu.edu.au/
Central Queensland University,Australia,Melbourne,438,"Software Engineering, MS Computer Science, Data Science",52310,Medium,http://www.cqu.edu.au/
Charles Sturt University,Australia,Melbourne,33,"Robotics, Business Analytics, Data Science",38545,Very High,http://www.csu.edu.au/
Curtin University,Australia,Sydney,407,"Robotics, Business Analytics, Artificial Intelligence",41267,High,http://www.curtin.edu.au/
Deakin University,Australia,Sydney,416,"MS Computer Science, Robotics, Software Engineering",48337,Low,http://www.deakin.edu.au/
Edith Cowan University,Australia,Melbourne,276,"Data Science, MBA, Software Engineering",53623,Very High,http://www.ecu.edu.au/
Flinders University of South Australia,Australia,Melbourne,362,"Data Science, Cybersecurity, MS Computer Science",32750,High,http://www.flinders.edu.au/
Griffith University,Australia,Melbourne,30,"MS Computer Science, Cybersecurity, Artificial Intelligence",26185,Very High,https://www.griffith.edu.au/
Holmes Institute,Australia,Melbourne,332,"MBA, Artificial Intelligence, Business Analytics",34504,Low,http://www.holmes.edu.au/
Blue Mountains Hotel School,Australia,Melbourne,51,"Cybersecurity, Software Engineering, Robotics",36473,Low,http://www.hotelschool.com.au/
International College of Tourism and Hotel Management,Australia,Sydney,291,"Robotics, Artificial Intelligence, Business Analytics",44219,Low,http://www.icthm.edu.au/
"Institute Of Technology, Australia",Australia,Melbourne,73,"Business Analytics, Software Engineering, Data Science",45786,Medium,http://www.iota.edu.au/
James Cook University of North Queensland,Australia,Sydney,291,"MBA, MS Computer Science, Robotics",51575,Medium,http://www.jcu.edu.au/
La Trobe University,Australia,Sydney,402,"MBA, Robotics, Software Engineering",46027,Low,http://www.latrobe.edu.au/
Marcus Oldham College,Australia,Sydney,161,"Artificial Intelligence, Robotics, Cybersecurity",38561,High,http://www.marcusoldham.vic.edu.au/
Monash University,Australia,Melbourne,7,"Robotics, MS Computer Science, Cybersecurity",28709,Very High,http://www.monash.edu/
Macquarie University,Australia,Sydney,60,"Robotics, Business Analytics, Data Science",46737,Low,http://www.mq.edu.au/
Murdoch University,Australia,Sydney,8,"MS Computer Science, Robotics, MBA",53642,Medium,http://www.murdoch.edu.au/
University of Notre Dame Australia,Australia,Sydney,170,"MBA, MS Computer Science, Robotics",26631,Medium,http://www.nd.edu.au/
University of Newcastle,Australia,Melbourne,249,"Business Analytics, Software Engineering, Artificial Intelligence",32275,Medium,http://www.newcastle.edu.au/
Batchelor Institute of Indigenous Tertiary Education,Australia,Melbourne,418,"MS Computer Science, Business Analytics, Robotics",30236,Medium,http://www.nt.gov.au/batc/
Queensland University of Technology,Australia,Melbourne,231,"Artificial Intelligence, Software Engineering, Robotics",51545,Low,http://www.qut.edu.au/
Royal Melbourne Institute of Technology,Australia,Sydney,272,"Robotics, Data Science, Software Engineering",30919,Very High,http://www.rmit.edu.au/
South Metropolitan TAFE,Australia,Sydney,162,"Robotics, Cybersecurity, MS Computer Science",41097,High,https://www.southmetrotafe.wa.edu.au/
Southern Cross University,Australia,Sydney,331,"MBA, Artificial Intelligence, Software Engineering",46895,Medium,http://www.scu.edu.au/
Swinburne University of Technology,Australia,Sydney,235,"Business Analytics, Software Engineering, Robotics",53216,Medium,http://www.swin.edu.au/
University of New England,Australia,Sydney,60,"Artificial Intelligence, Cybersecurity, Software Engineering",51543,Very High,http://www.une.edu.au/
University of Melbourne,Australia,Sydney,28,"Artificial Intelligence, Software Engineering, Business Analytics",39843,High,http://www.unimelb.edu.au/
University of South Australia,Australia,Sydney,464,"MS Computer Science, Business Analytics, Data Science",53681,High,http://www.unisa.edu.au/
University of New South Wales,Australia,Sydney,36,"MBA, Data Science, Artificial Intelligence",26490,Low,http://www.unsw.edu.au/
University of Wollongong,Australia,Melbourne,7,"MBA, Artificial Intelligence, Data Science",48197,Medium,http://www.uow.edu.au/
University of Queensland,Australia,Melbourne,368,"Robotics, Business Analytics, Software Engineering",47469,Low,http://www.uq.edu.au/
University of the Sunshine Coast,Australia,Sydney,136,"Business Analytics, Artificial Intelligence, Data Science",42496,Medium,http://www.usc.edu.au/
University of Southern Queensland,Australia,Sydney,29,"Artificial Intelligence, Data Science, Cybersecurity",33461,High,http://www.usq.edu.au/
University of Sydney,Australia,Sydney,35,"Robotics, Data Science, Artificial Intelligence",35307,High,http://sydney.edu.au/
University of Tasmania,Australia,Sydney,378,"Business Analytics, Cybersecurity, MBA",46053,High,http://www.utas.edu.au/
University of Technology Sydney,Australia,Melbourne,376,"Artificial Intelligence, Robotics, Business Analytics",36168,Medium,http://www.uts.edu.au/
University of Western Australia,Australia,Sydney,118,"Artificial Intelligence, Business Analytics, Software Engineering",42474,Medium,http://www.uwa.edu.au/
University of Western Sydney,Australia,Sydney,340,"Robotics, Software Engineering, Data Science",46400,High,http://www.uws.edu.au/
Victoria University,Australia,Melbourne,321,"Data Science, MBA, Artificial Intelligence",44178,High,http://www.vu.edu.au/
Torrens University Australia,Australia,Melbourne,468,"Software Engineering, Artificial Intelligence, Data Science",42510,Low,https://www.torrens.edu.au
Box Hill Institute,Australia,Melbourne,297,"Software Engineering, MBA, Artificial Intelligence",47969,Very High,http://www.bhtafe.edu.au
Linuwel School,Australia,Melbourne,276,"Artificial Intelligence, Software Engineering, MS Computer Science",41965,Medium,http://www.linuwel.nsw.edu.au/
St. George's University (Australia),Australia,Sydney,123,"MBA, Business Analytics, Data Science",54059,Very High,https://stgc.uwa.edu.au/
SP Jain School of Global Management,Australia,Melbourne,379,"MBA, Business Analytics, Robotics",28435,Medium,https://www.spjain.org/
Western Sydney University,Australia,Melbourne,210,"Data Science, MS Computer Science, Software Engineering",50537,Medium,https://www.westernsydney.edu.au/
National Institute of Applied Sciences of Toulouse,France,Main City,95,"Robotics, Software Engineering, Artificial Intelligence",12237,Very High,https://insa-toulouse.fr
IÉSEG School of Management,France,Main City,414,"Data Science, Cybersecurity, Artificial Intelligence",20429,Very High,https://ieseg.fr
Central Supélec,France,Main City,207,"Business Analytics, MBA, MS Computer Science",18163,Medium,https://www.centralesupelec.fr/
Académie de Paris,France,Main City,80,"Artificial Intelligence, MBA, Robotics",20089,Medium,https://www.ac-paris.fr/
Académie d'Aix-Marseille,France,Main City,41,"Cybersecurity, Artificial Intelligence, MBA",22715,Medium,https://www.ac-aix-marseille.fr/
Académie de Créteil,France,Main City,415,"Artificial Intelligence, Data Science, MBA",13998,Very High,https://www.ac-creteil.fr/
42 FR,France,Main City,311,"MBA, MS Computer Science, Robotics",12105,Very High,http://www.42.fr/
Ecole de l'Air,France,Main City,391,"Artificial Intelligence, Business Analytics, MS Computer Science",22145,High,http://www.aea.asso.fr/
AgroParisTech,France,Main City,353,"Software Engineering, Business Analytics, Robotics",24543,High,http://www.agroparistech.fr/
Ecole Nationale Supérieure d'Agronomie de Rennes,France,Main City,234,"Software Engineering, MBA, Robotics",17413,Low,http://agro.roazhon.inra.fr/
AgroSup Dijon,France,Main City,198,"MBA, Robotics, Data Science",10772,Very High,http://www.agrosupdijon.fr/
American Graduate School in Paris,France,Main City,151,"MS Computer Science, Robotics, Business Analytics",18095,Low,http://www.ags.edu/
American University of Paris,France,Main City,208,"Artificial Intelligence, MBA, Business Analytics",19621,Low,http://www.aup.fr/
Ecole Supérieure de Commerce de Sophia Antipolis,France,Main City,241,"Cybersecurity, Business Analytics, MS Computer Science",12813,Medium,http://www.ceram.edu/
Centre d'Etudes Supérieures Industrielles Paris,France,Main City,255,"Robotics, Data Science, Business Analytics",22639,Medium,http://www.cesi.fr/
Centre de Formation et de Perfectionnement des Journalistes,France,Main City,57,"Cybersecurity, Software Engineering, Robotics",12756,Low,http://www.cfpj.com/
Conservatoire National des Arts et Métiers,France,Main City,196,"Artificial Intelligence, MBA, Cybersecurity",24650,Low,http://www.cnam.fr/
Centre National d'Etudes Agronomiques des Régions Chaudes,France,Main City,411,"Robotics, Data Science, Software Engineering",14312,High,http://www.cnearc.fr/
Ecole Supérieure de Chimie Physique Electronique de Lyon,France,Main City,372,"MS Computer Science, MBA, Data Science",20889,Low,http://www.cpe.fr/
Université Bordeaux I,France,Main City,412,"Business Analytics, MS Computer Science, Data Science",16466,Very High,http://www.cribx1.u-bordeaux.fr/
Institut des Sciences de l'Ingénieur de Clermont-Ferrand,France,Main City,223,"MS Computer Science, MBA, Cybersecurity",25161,Medium,http://cust.univ-bpclermont.fr/
Université Paris-Dauphine (Paris IX),France,Main City,403,"MBA, Artificial Intelligence, Data Science",11461,Very High,http://www.dauphine.fr/
Ecole Superieur d'Ingenieurs Leonard de Vinci,France,Main City,238,"Data Science, Robotics, Business Analytics",9785,Very High,http://www.devinci.fr/
Ecole d'Ingénieurs en Informatique pour l'Industrie,France,Main City,367,"Business Analytics, Artificial Intelligence, Cybersecurity",21092,Very High,http://www.e3i.univ-tours.fr/
Ecole Européen des Affaires,France,Main City,273,"Artificial Intelligence, MS Computer Science, Software Engineering",27000,Low,http://www.eap.fr/
European Business School,France,Main City,3,"MS Computer Science, Data Science, MBA",26667,Medium,http://www.ebs-paris.com/
Ecole Catholique d'Arts & Metiers,France,Main City,187,"Business Analytics, Data Science, Robotics",20982,Medium,http://www.ecam.fr/
Ecole Centrale d'Electronique - ECE,France,Main City,63,"Robotics, Artificial Intelligence, MBA",25554,Medium,http://www.ece.fr/
IMT Atlantique,France,Main City,483,"Cybersecurity, Artificial Intelligence, Data Science",24998,High,https://www.imt-atlantique.fr/
Ecole Centrale de Lille,France,Main City,23,"Robotics, Business Analytics, Artificial Intelligence",8453,High,http://www.ec-lille.fr/
Ecole Centrale de Lyon,France,Main City,199,"Data Science, Cybersecurity, MS Computer Science",15741,High,http://www.ec-lyon.fr/
Ecole Centrale de Nantes,France,Main City,14,"Cybersecurity, Artificial Intelligence, MS Computer Science",8408,Medium,http://www.ec-nantes.fr/
Ecole Centrale de Marseille,France,Main City,287,"Business Analytics, Cybersecurity, Artificial Intelligence",14097,Very High,https://www.centrale-marseille.fr/
IDRAC (Institut de recherche en action commerciale),France,Main City,52,"Artificial Intelligence, Robotics, MBA",15993,Medium,http://www.ecoles-idrac.com/
Ecole des Hautes Etudes Commerciales du Nord,France,Main City,230,"Software Engineering, Cybersecurity, Robotics",24077,Very High,http://edu.edhec.com/
Ecole pour les Etudes et la Recherche en Informatique et Electronique,France,Main City,101,"Cybersecurity, Data Science, Artificial Intelligence",16389,Low,http://www.eerie.fr/
Ecole Française de Papeterie et des Industries Graphiques,France,Main City,45,"Cybersecurity, MS Computer Science, Artificial Intelligence",19600,Very High,http://www.efpg.inpg.fr/
Ecole Française d'Electronique et d'Informatique,France,Main City,82,"Software Engineering, MBA, Business Analytics",26121,Medium,http://www.efrei.fr/
Ecole des Ingénieurs de la Ville de Paris,France,Main City,357,"MS Computer Science, Artificial Intelligence, Software Engineering",17147,Very High,http://www.eivp-paris.fr/
European Management Center Paris,France,Main City,226,"Artificial Intelligence, Cybersecurity, Software Engineering",22952,Medium,http://www.emc-campus.com/
Ecole Supérieure de Commerce de Lyon,France,Main City,9,"Business Analytics, MS Computer Science, Software Engineering",26023,Low,http://www.em-lyon.com/
Ecole Nationale Supérieure des Mines de St-Etienne,France,Main City,103,"Artificial Intelligence, Software Engineering, MS Computer Science",21425,Very High,http://www.emse.fr/
Ecole Nationale de l'Aviation Civile,France,Main City,271,"Robotics, Data Science, Cybersecurity",16515,Medium,http://www.enac.fr/
Ecole Nationale d'Administration,France,Main City,136,"Artificial Intelligence, Cybersecurity, MS Computer Science",26637,Low,http://www.ena.fr/
ENIC Telecom Lille 1,France,Main City,256,"MS Computer Science, Data Science, Business Analytics",25585,Very High,http://www.enic.fr/
Ecole Nationale d'Ingénieurs de Metz,France,Main City,311,"MS Computer Science, Cybersecurity, Business Analytics",16794,Medium,http://www.enim.fr/
Ecole Nationale d'Ingénieurs de Saint-Etienne,France,Main City,459,"Data Science, MBA, Software Engineering",23338,High,http://www.enise.fr/
Ecole Nationale d'Ingénieurs des Travaux Agricoles de Bordeaux,France,Main City,402,"Business Analytics, Cybersecurity, Data Science",8446,Low,http://www.enitab.fr/
Ecole Nationale d'Ingénieurs des Travaux Agricoles de Clermont-Ferrand,France,Main City,230,"MS Computer Science, Artificial Intelligence, Software Engineering",28679,Very High,http://www.enitac.fr/
Ecole Nationale d'Ingénieurs de Tarbes,France,Main City,278,"Data Science, MBA, Software Engineering",25923,High,http://www.enit.fr/
Ecole Nationale d'Ingénieurs des Techniques des Industries Agricoles et Alimentaires,France,Main City,120,"Business Analytics, Artificial Intelligence, Data Science",18863,Very High,http://www.enitiaa-nantes.fr/
Ecole Nationale de la Météorologie,France,Main City,500,"MBA, Business Analytics, Cybersecurity",17213,Low,http://www.enm.meteo.fr/
Ecole Nationale des Ponts et Chausees,France,Main City,334,"MBA, Cybersecurity, Data Science",21250,Low,http://www.enpc.fr/
Ecole Nationale Supérieur de Mécaniques et des Microtechniques,France,Main City,78,"MBA, Robotics, MS Computer Science",8980,Medium,http://www.ens2m.fr/
Ecole Nationale de la Statistique et de l'Administration Economique,France,Main City,285,"MBA, Robotics, Data Science",17627,Low,http://www.ensae.fr/
Ecole Nationale Supérieure d'Agronomie et des Industries Alimentaires,France,Main City,19,"MBA, Artificial Intelligence, Software Engineering",25910,Medium,http://www.ensaia.u-nancy.fr/
Ecole Nationale de la Statistique et de l'Analyse de l'information,France,Main City,497,"Cybersecurity, Robotics, Artificial Intelligence",10667,Very High,http://www.ensai.fr/
Ecole Nationale Supérieure des Arts et Industries Textiles,France,Main City,138,"Cybersecurity, Robotics, Artificial Intelligence",26654,Medium,http://www.ensait.fr/
Ecole Nationale Supérieure d'Agronomie de Montpellier,France,Main City,263,"MS Computer Science, Robotics, MBA",20789,Medium,http://www.ensam.inra.fr/
Ecole Nationale Supérieure Agronomique de Toulouse,France,Main City,86,"Robotics, MS Computer Science, Cybersecurity",29303,Medium,http://www.ensat.fr/
École normale supérieure Paris-Saclay,France,Main City,314,"MBA, Robotics, MS Computer Science",25066,High,https://ens-paris-saclay.fr/
Ecole Nationale Supérieure de Chimie de Clermont-Ferrand,France,Main City,371,"MBA, Cybersecurity, Software Engineering",23311,Medium,http://ensccf.univ-bpclermont.fr/
Ecole Nationale Supérieure de Chimie de Lille,France,Main City,30,"MS Computer Science, Data Science, Software Engineering",24641,Low,http://www.ensc-lille.fr/
