name,country,city,ranking,programs,tuition,scholarship,website
Central Supélec,France,Main City,497,"Cybersecurity, Business Analytics, Artificial Intelligence",25603,High,https://www.centralesupelec.fr/
Académie de Paris,France,Main City,499,"Data Science, Business Analytics, MS Computer Science",29404,Medium,https://www.ac-paris.fr/
Académie d'Aix-Marseille,France,Main City,218,"Cybersecurity, Software Engineering, Robotics",17197,Low,https://www.ac-aix-marseille.fr/
Académie de Créteil,France,Main City,471,"Software Engineering, MS Computer Science, Artificial Intelligence",29225,High,https://www.ac-creteil.fr/
42 FR,France,Main City,347,"Business Analytics, Data Science, Robotics",18103,Low,http://www.42.fr/
Ecole de l'Air,France,Main City,209,"MBA, Data Science, Business Analytics",17732,Medium,http://www.aea.asso.fr/
AgroParisTech,France,Main City,11,"Data Science, MS Computer Science, MBA",16968,High,http://www.agroparistech.fr/
Ecole Nationale Supérieure d'Agronomie de Rennes,France,Main City,314,"Business Analytics, MS Computer Science, Artificial Intelligence",13890,Low,http://agro.roazhon.inra.fr/
AgroSup Dijon,France,Main City,479,"Artificial Intelligence, Data Science, MBA",19492,Medium,http://www.agrosupdijon.fr/
American Graduate School in Paris,France,Main City,126,"Software Engineering, Artificial Intelligence, Business Analytics",29431,Medium,http://www.ags.edu/
American University of Paris,France,Main City,15,"Cybersecurity, MS Computer Science, Business Analytics",9577,Very High,http://www.aup.fr/
Ecole Supérieure de Commerce de Sophia Antipolis,France,Main City,407,"Software Engineering, Artificial Intelligence, MBA",22391,High,http://www.ceram.edu/
Centre d'Etudes Supérieures Industrielles Paris,France,Main City,438,"MS Computer Science, Software Engineering, Data Science",28089,High,http://www.cesi.fr/
Centre de Formation et de Perfectionnement des Journalistes,France,Main City,415,"Artificial Intelligence, Robotics, MBA",14135,Medium,http://www.cfpj.com/
Conservatoire National des Arts et Métiers,France,Main City,416,"Data Science, Cybersecurity, Robotics",23763,Very High,http://www.cnam.fr/
Centre National d'Etudes Agronomiques des Régions Chaudes,France,Main City,76,"Cybersecurity, Business Analytics, MBA",10422,Low,http://www.cnearc.fr/
Ecole Supérieure de Chimie Physique Electronique de Lyon,France,Main City,126,"Artificial Intelligence, MS Computer Science, Robotics",22656,Very High,http://www.cpe.fr/
Université Bordeaux I,France,Main City,232,"Robotics, Cybersecurity, MS Computer Science",23015,Low,http://www.cribx1.u-bordeaux.fr/
Institut des Sciences de l'Ingénieur de Clermont-Ferrand,France,Main City,434,"Data Science, MS Computer Science, Cybersecurity",24289,Low,http://cust.univ-bpclermont.fr/
Université Paris-Dauphine (Paris IX),France,Main City,200,"Data Science, MBA, MS Computer Science",9037,Medium,http://www.dauphine.fr/
Ecole Superieur d'Ingenieurs Leonard de Vinci,France,Main City,101,"Data Science, Software Engineering, Cybersecurity",21362,Medium,http://www.devinci.fr/
Ecole d'Ingénieurs en Informatique pour l'Industrie,France,Main City,489,"Cybersecurity, MBA, Data Science",8884,Very High,http://www.e3i.univ-tours.fr/
Ecole Européen des Affaires,France,Main City,50,"Software Engineering, Cybersecurity, Artificial Intelligence",25719,Medium,http://www.eap.fr/
European Business School,France,Main City,242,"Business Analytics, MS Computer Science, Cybersecurity",12430,High,http://www.ebs-paris.com/
Ecole Catholique d'Arts & Metiers,France,Main City,248,"Software Engineering, Robotics, Cybersecurity",22860,Medium,http://www.ecam.fr/
Ecole Centrale d'Electronique - ECE,France,Main City,99,"Business Analytics, Artificial Intelligence, Cybersecurity",23994,High,http://www.ece.fr/
IMT Atlantique,France,Main City,348,"Cybersecurity, Artificial Intelligence, Software Engineering",12640,Very High,https://www.imt-atlantique.fr/
Ecole Centrale de Lille,France,Main City,189,"Data Science, Software Engineering, Cybersecurity",14018,High,http://www.ec-lille.fr/
Ecole Centrale de Lyon,France,Main City,355,"Software Engineering, MS Computer Science, Data Science",26132,Low,http://www.ec-lyon.fr/
Ecole Centrale de Nantes,France,Main City,80,"MS Computer Science, Software Engineering, Business Analytics",20728,Very High,http://www.ec-nantes.fr/
Ecole Centrale de Marseille,France,Main City,487,"Cybersecurity, Business Analytics, Artificial Intelligence",17090,Very High,https://www.centrale-marseille.fr/
IDRAC (Institut de recherche en action commerciale),France,Main City,365,"Software Engineering, MS Computer Science, Artificial Intelligence",20546,Medium,http://www.ecoles-idrac.com/
Ecole des Hautes Etudes Commerciales du Nord,France,Main City,51,"Business Analytics, MBA, Cybersecurity",19978,Very High,http://edu.edhec.com/
Ecole pour les Etudes et la Recherche en Informatique et Electronique,France,Main City,89,"Software Engineering, Robotics, Data Science",27444,High,http://www.eerie.fr/
Ecole Française de Papeterie et des Industries Graphiques,France,Main City,338,"Cybersecurity, Artificial Intelligence, MS Computer Science",16016,Very High,http://www.efpg.inpg.fr/
Ecole Française d'Electronique et d'Informatique,France,Main City,156,"Data Science, Cybersecurity, MS Computer Science",18657,Medium,http://www.efrei.fr/
Ecole des Ingénieurs de la Ville de Paris,France,Main City,215,"MS Computer Science, Cybersecurity, Data Science",27137,Medium,http://www.eivp-paris.fr/
European Management Center Paris,France,Main City,281,"Software Engineering, Data Science, Artificial Intelligence",9079,Low,http://www.emc-campus.com/
Ecole Supérieure de Commerce de Lyon,France,Main City,90,"Artificial Intelligence, Software Engineering, Cybersecurity",19089,Low,http://www.em-lyon.com/
Ecole Nationale Supérieure des Mines de St-Etienne,France,Main City,285,"Robotics, MBA, Artificial Intelligence",21142,Very High,http://www.emse.fr/
Ecole Nationale de l'Aviation Civile,France,Main City,43,"Artificial Intelligence, Data Science, MBA",22304,High,http://www.enac.fr/
Ecole Nationale d'Administration,France,Main City,307,"Business Analytics, MS Computer Science, Robotics",10651,Very High,http://www.ena.fr/
ENIC Telecom Lille 1,France,Main City,274,"Data Science, Artificial Intelligence, Cybersecurity",13124,Medium,http://www.enic.fr/
Ecole Nationale d'Ingénieurs de Metz,France,Main City,405,"MBA, Artificial Intelligence, Business Analytics",11406,High,http://www.enim.fr/
Ecole Nationale d'Ingénieurs de Saint-Etienne,France,Main City,205,"Software Engineering, Data Science, Artificial Intelligence",17060,High,http://www.enise.fr/
Ecole Nationale d'Ingénieurs des Travaux Agricoles de Bordeaux,France,Main City,103,"Cybersecurity, Software Engineering, Artificial Intelligence",12866,Low,http://www.enitab.fr/
Ecole Nationale d'Ingénieurs des Travaux Agricoles de Clermont-Ferrand,France,Main City,215,"Robotics, Artificial Intelligence, MS Computer Science",25611,Low,http://www.enitac.fr/
Ecole Nationale d'Ingénieurs de Tarbes,France,Main City,156,"Cybersecurity, MS Computer Science, Business Analytics",27832,High,http://www.enit.fr/
Ecole Nationale d'Ingénieurs des Techniques des Industries Agricoles et Alimentaires,France,Main City,330,"Data Science, Cybersecurity, Artificial Intelligence",10448,Very High,http://www.enitiaa-nantes.fr/
Ecole Nationale de la Météorologie,France,Main City,484,"Artificial Intelligence, Robotics, Business Analytics",20070,High,http://www.enm.meteo.fr/
Ecole Nationale des Ponts et Chausees,France,Main City,378,"Software Engineering, Data Science, Business Analytics",9236,Medium,http://www.enpc.fr/
Ecole Nationale Supérieur de Mécaniques et des Microtechniques,France,Main City,340,"Software Engineering, Robotics, Data Science",28738,Low,http://www.ens2m.fr/
Ecole Nationale de la Statistique et de l'Administration Economique,France,Main City,376,"Business Analytics, Software Engineering, MS Computer Science",25585,Very High,http://www.ensae.fr/
Ecole Nationale Supérieure d'Agronomie et des Industries Alimentaires,France,Main City,224,"Artificial Intelligence, MBA, Software Engineering",8071,Very High,http://www.ensaia.u-nancy.fr/
Ecole Nationale de la Statistique et de l'Analyse de l'information,France,Main City,420,"Data Science, Business Analytics, Software Engineering",17987,Medium,http://www.ensai.fr/
Ecole Nationale Supérieure des Arts et Industries Textiles,France,Main City,485,"Business Analytics, Artificial Intelligence, Data Science",24153,High,http://www.ensait.fr/
Ecole Nationale Supérieure d'Agronomie de Montpellier,France,Main City,193,"Software Engineering, Data Science, Business Analytics",29762,High,http://www.ensam.inra.fr/
Ecole Nationale Supérieure Agronomique de Toulouse,France,Main City,83,"Business Analytics, Data Science, Artificial Intelligence",16169,Low,http://www.ensat.fr/
École normale supérieure Paris-Saclay,France,Main City,142,"Artificial Intelligence, Cybersecurity, Business Analytics",28593,High,https://ens-paris-saclay.fr/
Ecole Nationale Supérieure de Chimie de Clermont-Ferrand,France,Main City,202,"MS Computer Science, Software Engineering, Cybersecurity",15261,Medium,http://ensccf.univ-bpclermont.fr/
Ecole Nationale Supérieure de Chimie de Lille,France,Main City,87,"Business Analytics, Software Engineering, MBA",9158,Medium,http://www.ensc-lille.fr/
Ecole Nationale Supérieure de Chimie de Montpellier,France,Main City,75,"MBA, Business Analytics, Robotics",8603,High,http://www.enscm.fr/
Ecole Nationale Supérieure de Chimie de Mulhouse,France,Main City,486,"MS Computer Science, MBA, Software Engineering",8467,Low,http://www.enscmu.univ-mulhouse.fr/
Ecole Nationale Supérieure de Chimie et de Physique de Bordeaux,France,Main City,348,"Business Analytics, MBA, MS Computer Science",21305,High,http://www.enscpb.u-bordeaux.fr/
Ecole Nationale Supérieure de Chimie de Paris,France,Main City,54,"Software Engineering, Business Analytics, Artificial Intelligence",15683,Low,http://www.enscp.jussieu.fr/
Ecole Nationale Supérieure de Chimie de Rennes,France,Main City,236,"Software Engineering, Artificial Intelligence, MBA",15486,Medium,http://www.ensc-rennes.fr/
Ecole Nationale Supérieure de l'Electronique et de ses Applications,France,Main City,184,"Cybersecurity, MS Computer Science, Data Science",16374,Very High,http://www.ensea.fr/
"Ecole Nationale Supérieure en Electrotechnique, Electronique, Informatique et Hydraulique de Toulouse",France,Main City,396,"Cybersecurity, Business Analytics, MS Computer Science",20719,High,http://www.enseeiht.fr/
Ecole Nationale Supérieure Electricité et Mécanique,France,Main City,82,"Business Analytics, MS Computer Science, Robotics",12971,Very High,http://www.ensem.u-nancy.fr/
Ecole Nationale Supérieure d'Electronique et de Radioelectricite de Bordeaux,France,Main City,65,"MS Computer Science, Cybersecurity, Artificial Intelligence",20139,Very High,http://www.enserb.u-bordeaux.fr/
Ecole Normale Supérieure de Fontenay-Saint Cloud,France,Main City,371,"MBA, Business Analytics, Cybersecurity",11875,Low,http://www.ens-fcl.fr/
Ecole Normale Supérieure de Paris,France,Main City,252,"Artificial Intelligence, MS Computer Science, Robotics",24066,Medium,http://www.ens.fr/
Ecole Nationale des Sciences Géographiques,France,Main City,92,"Business Analytics, Artificial Intelligence, Data Science",20260,Medium,http://www.ensg.ign.fr/
Ecole Nationale Supérieur de Géologie de Nancy,France,Main City,353,"Cybersecurity, Artificial Intelligence, Business Analytics",22643,Low,http://www.ensg.u-nancy.fr/
Ecole Nationale Supérieur d'Ingénieurs de Constructions Aéronautique,France,Main City,311,"MS Computer Science, Business Analytics, Robotics",20072,Very High,http://www.ensica.fr/
Ecole Nationale Supérieure des Industries Chimiques de Nancy,France,Main City,90,"Artificial Intelligence, Business Analytics, MS Computer Science",9485,Very High,http://www.ensic.u-nancy.fr/
Ecole Nationale Supérieur des Ingénieur des Etudes et Techniques d'Armement,France,Main City,368,"Artificial Intelligence, MS Computer Science, Robotics",13617,Very High,http://www.ensieta.fr/
Ecole Nationale Supérieure des Industries Textiles de Mulhouse,France,Main City,332,"MS Computer Science, MBA, Business Analytics",17769,Medium,http://www.ensitm.fr/
Ecole Normale Supérieure de Lyon,France,Main City,23,"MS Computer Science, Software Engineering, Cybersecurity",24940,Medium,http://www.ens-lyon.fr/
Ecole Nationale Supérieur de Mécanique et d'Aéronautique,France,Main City,479,"Data Science, Software Engineering, MBA",24631,Medium,http://www.ensma.fr/
Ecole Nationale Supérieure des Mines d'Alès,France,Main City,482,"Artificial Intelligence, Data Science, Robotics",10337,Very High,https://www.mines-ales.fr/
Ecole Nationale Supérieure des Mines de Douai,France,Main City,429,"MS Computer Science, Software Engineering, Artificial Intelligence",20723,Very High,http://www.ensm-douai.fr/
Ecole Nationale Supérieure des Mines de Paris,France,Main City,326,"MBA, Cybersecurity, Software Engineering",27432,High,http://www.ensmp.fr/
Ecole Nationale Supérieure de Physique de Marseille,France,Main City,386,"Business Analytics, Data Science, Software Engineering",12613,High,http://www.enspm.u-3mrs.fr/
Ecole Nationale Supérieure de Techniques Avancées,France,Main City,403,"Cybersecurity, MBA, Robotics",18381,Very High,http://www.ensta.fr/
Ecole Nationale Supérieure des Telecommunications de Bretagne,France,Main City,60,"MS Computer Science, Artificial Intelligence, Data Science",22534,Very High,http://www.enst-bretagne.fr/
Ecole Nationale Supérieure des Telecommunications de Paris,France,Main City,426,"MBA, Robotics, MS Computer Science",23178,High,http://www.enst.fr/
Ecole Nationale des Travaux Publics de l'Etat,France,Main City,294,"Software Engineering, Data Science, Business Analytics",18446,Low,http://www.entpe.fr/
Ecole Nationale Vétérinaire de Toulouse,France,Main City,424,"Artificial Intelligence, Cybersecurity, Data Science",8950,Very High,http://www.envt.fr/
EPF Ecole d'Ingénieurs,France,Main City,418,"Cybersecurity, MBA, Business Analytics",16647,Medium,http://www.epf.fr/
Ecole Supérieure d'Agriculture de Purpan,France,Main City,97,"MS Computer Science, MBA, Data Science",20641,High,http://www.esa-purpan.fr/
Ecole Supérieure de Commerce de Bordeaux,France,Main City,277,"MBA, Robotics, Software Engineering",9425,High,http://www.esc-bordeaux.fr/
Ecole Supérieure de Commerce de Brest,France,Main City,464,"MBA, Robotics, Artificial Intelligence",26270,Medium,http://www.esc-brest.fr/
Ecole Supérieure de Commerce de Clermont-Ferrand,France,Main City,57,"MS Computer Science, MBA, Robotics",10135,Low,http://www.esc-clermont.fr/
Ecole Supérieure de Commerce de Dijon,France,Main City,371,"Robotics, Artificial Intelligence, MBA",22433,High,http://www.escdijon.com/
Ecole Supérieure de Commerce et Management,France,Main City,156,"Artificial Intelligence, Robotics, MBA",13344,High,http://www.escem.fr/
Ecole Supérieure de Commerce de Lille,France,Main City,201,"Data Science, MS Computer Science, Software Engineering",23691,Very High,http://www.esc-lille.fr/
Ecole Supérieure de Commerce de Marseille-Provence,France,Main City,84,"Robotics, Artificial Intelligence, Business Analytics",16343,High,http://www.esc-marseille.fr/
University of Sint Eustatius School of Medicine,Netherlands,Main City,275,"Robotics, MBA, Data Science",19312,Very High,http://www.eustatiusmed.edu/
International University School of Medicine (IUSOM),Netherlands,Main City,320,"Cybersecurity, Software Engineering, Business Analytics",11906,High,http://www.internationaluniversity-schoolofmedicine.org/
"St.James's School of Medicine, Bonaire",Netherlands,Main City,325,"MBA, Data Science, Software Engineering",29564,High,http://www.sjsm.org/
"University of the Netherlands Antilles, Curacao",Netherlands,Main City,79,"MS Computer Science, Robotics, Software Engineering",14876,Medium,http://www.una.an/
Dutch Delta University,Netherlands,Main City,446,"Data Science, Artificial Intelligence, MBA",20036,Medium,http://www.ddu.nl/
De Haagse Hogeschool,Netherlands,Main City,402,"Cybersecurity, MS Computer Science, Business Analytics",9911,Low,http://www.dehaagsehogeschool.nl/
Erasmus University Rotterdam,Netherlands,Main City,80,"MS Computer Science, Cybersecurity, Robotics",8565,Low,http://www.eur.nl/
Rotterdam School of Management,Netherlands,Main City,386,"MS Computer Science, Robotics, Data Science",22573,Low,https://www.rsm.nl/
European Open University,Netherlands,Main City,60,"Business Analytics, MS Computer Science, Robotics",14055,Low,http://www.europeanopenuniversity.com/
Fontys University of Applied Sciences,Netherlands,Main City,111,"Data Science, Cybersecurity, Robotics",24587,Medium,http://www.fontys.edu/
Foundation University,Netherlands,Main City,10,"Robotics, Cybersecurity, Data Science",27253,Medium,http://www.foundationuniversity.com/
Hanze University Groningen,Netherlands,Main City,375,"Data Science, Robotics, MS Computer Science",9212,High,http://www.hanze.nl/
Hogeschool voor de Kunsten Utrecht (HKU),Netherlands,Main City,280,"Cybersecurity, MBA, Data Science",13880,Medium,http://www.hku.nl/
Hotelschool The Hague,Netherlands,Main City,269,"MS Computer Science, Robotics, Business Analytics",28476,Low,http://www.hotelschool.nl/
Hogeschool Rotterdam,Netherlands,Main City,9,"Artificial Intelligence, Cybersecurity, MBA",12214,Very High,http://www.hro.nl/
Hogeschool Leiden,Netherlands,Main City,459,"Data Science, Cybersecurity, MBA",25087,Low,http://www.hsleiden.nl/
Hogeschool Utrecht,Netherlands,Main City,142,"Artificial Intelligence, Business Analytics, MS Computer Science",20701,Medium,http://www.hu.nl/
Hogeschool van Amsterdam,Netherlands,Main City,240,"MBA, Cybersecurity, Software Engineering",20753,Low,http://www.hva.nl/
Hogeschool Inholland,Netherlands,Main City,48,"Data Science, MBA, Software Engineering",13473,High,http://www.inholland.nl/
Islamic University of Rotterdam,Netherlands,Main City,397,"MS Computer Science, MBA, Software Engineering",9318,Medium,http://www.islamicuniversity.nl/
Institute of Social Studies,Netherlands,Main City,73,"MBA, Cybersecurity, Robotics",13942,Low,http://www.iss.nl/
International Institute for Geo - Information Science and Earth Observation,Netherlands,Main City,439,"Cybersecurity, MS Computer Science, Robotics",9553,Low,http://www.itc.nl/
Universiteit Leiden,Netherlands,Main City,233,"Data Science, Business Analytics, Robotics",12309,Very High,https://www.universiteitleiden.nl/
NHTV Breda University of Professional Education,Netherlands,Main City,206,"MS Computer Science, Robotics, MBA",16523,Low,http://www.nhtv.nl
Nyenrode Business University,Netherlands,Main City,42,"Robotics, Cybersecurity, MS Computer Science",10941,Low,http://www.nyenrode.nl/
Open University of the Netherlands,Netherlands,Main City,33,"Business Analytics, Cybersecurity, MS Computer Science",20776,Low,http://www.ou.nl/
Roosevelt Academy University College,Netherlands,Main City,1,"Data Science, MBA, Software Engineering",16691,Medium,http://www.roac.nl/
University of Groningen,Netherlands,Main City,120,"Data Science, Software Engineering, Cybersecurity",17794,High,http://www.rug.nl/
Radboud University,Netherlands,Main City,372,"Artificial Intelligence, Cybersecurity, Data Science",16160,Medium,http://www.ru.nl/
Saxion Universities,Netherlands,Main City,248,"Cybersecurity, Artificial Intelligence, Data Science",25335,Medium,http://saxion.edu/
Stenden University,Netherlands,Main City,366,"MBA, Robotics, Business Analytics",23769,High,http://www.stenden.com/
Tilburg University,Netherlands,Main City,462,"MBA, Artificial Intelligence, Business Analytics",17570,High,http://www.tilburguniversity.nl/
Delft University of Technology,Netherlands,Main City,368,"MS Computer Science, Artificial Intelligence, Data Science",12359,Very High,http://www.tudelft.nl/
Eindhoven University of Technology,Netherlands,Main City,62,"Robotics, Business Analytics, Software Engineering",12809,Very High,http://www.tue.nl/
UNESCO-IHE Institute for Water Education,Netherlands,Main City,196,"Artificial Intelligence, Data Science, Business Analytics",22604,Low,http://www.unesco-ihe.org/
Maastricht University,Netherlands,Main City,254,"Business Analytics, Robotics, Software Engineering",22114,High,http://www.unimaas.nl/
University of Twente,Netherlands,Main City,445,"Cybersecurity, Robotics, Artificial Intelligence",14830,Low,http://www.utwente.nl/
Utrecht University,Netherlands,Main City,212,"Business Analytics, Cybersecurity, Artificial Intelligence",17784,Low,http://www.uu.nl/
University of Amsterdam,Netherlands,Main City,221,"Software Engineering, Cybersecurity, Robotics",25761,High,http://www.uva.nl/
University for Humanistics (UH),Netherlands,Main City,60,"Robotics, MS Computer Science, Artificial Intelligence",9448,Low,http://www.uvh.nl/
Vrije Universiteit Amsterdam,Netherlands,Main City,409,"Software Engineering, MS Computer Science, Business Analytics",29858,Very High,http://www.vu.nl/
Wageningen University,Netherlands,Main City,485,"Business Analytics, Data Science, Robotics",27350,Very High,http://www.wageningenuniversity.nl/
Christelijke Hogeschool Windesheim,Netherlands,Main City,207,"MBA, Data Science, Software Engineering",11649,Medium,http://www.windesheim.nl/
Wittenborg University,Netherlands,Main City,182,"Robotics, Data Science, Business Analytics",26261,Very High,http://www.wittenborg.eu/
Zuyd University,Netherlands,Main City,298,"Business Analytics, Robotics, Software Engineering",12540,Medium,http://www.zuyd.nl/
European Leadership University,Netherlands,Main City,466,"Robotics, Data Science, Business Analytics",24754,Medium,https://amsterdam.tech/
HAN University of Applied Sciences,Netherlands,Main City,73,"Business Analytics, Data Science, Robotics",24159,Low,https://www.hanuniversity.com/
Aeres Hogeschool Almere,Netherlands,Main City,118,"MBA, Software Engineering, Robotics",15212,Very High,https://www.aereshogeschool.nl/
Blekinge Institute of Technology,Sweden,Main City,400,"MBA, Robotics, Artificial Intelligence",15420,High,http://www.bth.se/
Chalmers University of Technology,Sweden,Main City,25,"Cybersecurity, Software Engineering, Robotics",23968,Medium,http://www.chalmers.se/
Dalarna University College,Sweden,Main City,181,"Cybersecurity, Data Science, Robotics",29000,Very High,http://www.du.se/
Göteborg University,Sweden,Main City,465,"Data Science, MS Computer Science, MBA",16945,High,http://www.gu.se/
University College of Borås,Sweden,Main City,309,"Data Science, Robotics, MS Computer Science",25980,Low,http://www.hb.se/
School of Design and Crafts,Sweden,Main City,164,"MS Computer Science, Robotics, Software Engineering",17672,Low,http://www.hdk.gu.se/
Gotland University College,Sweden,Main City,198,"Cybersecurity, Data Science, Artificial Intelligence",12623,Low,http://www.hgo.se/
Halmstad University College,Sweden,Main City,422,"Data Science, MS Computer Science, Cybersecurity",16518,Low,http://www.hh.se/
Stockholm School of Economics,Sweden,Main City,186,"MS Computer Science, Cybersecurity, Robotics",18883,High,http://www.hhs.se/
University College of Gävle,Sweden,Main City,88,"MBA, Cybersecurity, Robotics",25120,Medium,http://www.hig.se/
Kalmar University College,Sweden,Main City,414,"Data Science, Software Engineering, Cybersecurity",9518,Very High,http://www.hik.se/
University College of Skövde,Sweden,Main City,301,"Business Analytics, MS Computer Science, Cybersecurity",10781,Medium,http://www.his.se/
Jönköping University College,Sweden,Main City,412,"Software Engineering, Cybersecurity, Business Analytics",14171,Very High,http://www.hj.se/
University College of Kristianstad,Sweden,Main City,396,"Software Engineering, MBA, Data Science",16119,Medium,http://www.hkr.se/
University College of Trollhättan/Uddevalla,Sweden,Main City,52,"Cybersecurity, Data Science, Software Engineering",19295,Very High,http://www.htu.se/
Karlstad University,Sweden,Main City,465,"Software Engineering, MS Computer Science, Business Analytics",29011,Medium,http://www.kau.se/
Karolinska Institute Stockholm,Sweden,Main City,150,"Cybersecurity, Business Analytics, MS Computer Science",27169,High,http://www.ki.se/
"University College of Arts, Crafts and Design",Sweden,Main City,400,"Artificial Intelligence, MBA, Data Science",16682,High,http://www.konstfack.se/
KTH Royal Institute of Technology,Sweden,Main City,389,"Business Analytics, Cybersecurity, Robotics",10698,Medium,http://www.kth.se/
Stockholm Institute of Education,Sweden,Main City,179,"MBA, Software Engineering, Robotics",25840,Low,http://www.lhs.se/
Linköping University,Sweden,Main City,269,"Artificial Intelligence, Software Engineering, MS Computer Science",28946,Very High,http://www.liu.se/
Lund University,Sweden,Main City,178,"Cybersecurity, MS Computer Science, Artificial Intelligence",21725,Very High,http://www.lu.se/
Lulea University of Technology,Sweden,Main City,399,"Business Analytics, Artificial Intelligence, MBA",10417,Low,http://www.luth.se/
Malmö University College,Sweden,Main City,273,"MS Computer Science, MBA, Business Analytics",13742,Low,http://www.mah.se/
Mälardalen University,Sweden,Main City,408,"Artificial Intelligence, Business Analytics, MBA",21628,Very High,http://www.mdh.se/
Mid-Sweden University,Sweden,Main City,258,"MS Computer Science, Artificial Intelligence, Business Analytics",13581,Very High,http://www.miun.se/
Nordic School of Public Health,Sweden,Main City,87,"MBA, Cybersecurity, MS Computer Science",23618,Very High,http://www.nhv.se/
Örebro University,Sweden,Main City,489,"Software Engineering, Business Analytics, Robotics",12958,Low,http://www.oru.se/
Södertörn University College,Sweden,Main City,439,"Software Engineering, Data Science, Artificial Intelligence",29862,Medium,http://www.sh.se/
Swedish University of Agricultural Sciences,Sweden,Main City,377,"MBA, Business Analytics, Robotics",10330,High,http://www.slu.se/
Free University Stockholm,Sweden,Main City,247,"MBA, Robotics, Data Science",15199,High,http://www.stockholm-fu.com/
Stockholm University,Sweden,Main City,442,"Robotics, MS Computer Science, Data Science",16845,High,http://www.su.se/
Umea University,Sweden,Main City,23,"Artificial Intelligence, Cybersecurity, Software Engineering",17297,Medium,http://www.umu.se/
Uppsala University,Sweden,Main City,488,"Cybersecurity, Data Science, Business Analytics",8990,Very High,http://www.uu.se/
Växjö University,Sweden,Main City,409,"Software Engineering, Cybersecurity, Data Science",21533,High,http://www.vxu.se/
World Maritime University,Sweden,Main City,266,"Artificial Intelligence, Cybersecurity, Software Engineering",9550,High,http://www.wmu.se/
Oslo School of Architecture,Norway,Main City,391,"MBA, Software Engineering, Robotics",14287,Medium,http://www.aho.no/
Norwegian School of Management BI,Norway,Main City,318,"MBA, MS Computer Science, Cybersecurity",15399,High,http://www.bi.no/
Agder University College,Norway,Main City,137,"Business Analytics, Software Engineering, Cybersecurity",9212,Very High,http://www.hia.no/
Bergen University College,Norway,Main City,478,"MS Computer Science, Robotics, Data Science",11793,High,http://www.hib.no/
Bodo Regional University,Norway,Main City,18,"Data Science, Artificial Intelligence, Software Engineering",15036,Very High,http://www.hibo.no/
Finnmark University College,Norway,Main City,89,"Robotics, Cybersecurity, Software Engineering",27014,Very High,http://www.hifm.no/
Lillehammer University College,Norway,Main City,408,"Business Analytics, Robotics, MS Computer Science",12983,Medium,http://www.hil.no/
Molde University College,Norway,Main City,444,"Robotics, Software Engineering, Artificial Intelligence",12688,Low,http://www.himolde.no/
National College of Art and Design,Norway,Main City,498,"Data Science, Artificial Intelligence, MBA",28122,Medium,http://www.khio.no/shks/
Norwegian School of Economics and Business Administration,Norway,Main City,373,"Business Analytics, Robotics, Data Science",24489,Very High,http://www.nhh.no/
Norwegian University of Sport and Physical Education,Norway,Main City,423,"Data Science, Artificial Intelligence, Cybersecurity",23173,High,http://www.nih.no/
Norway's Information Technology University College,Norway,Main City,344,"Cybersecurity, MBA, Business Analytics",12128,Very High,http://www.nith.no/
Norwegian Teacher Academy for Studies in Religion and Education,Norway,Main City,93,"Robotics, Data Science, MS Computer Science",11719,Very High,http://www.nla.no/
Agricultural University of Norway,Norway,Main City,366,"Data Science, Robotics, Business Analytics",23364,Low,http://www.nlh.no/
Norwegian State Academy of Music,Norway,Main City,16,"Software Engineering, MS Computer Science, Robotics",11348,High,http://www.nmh.no/
Norwegian University of Science and Technology,Norway,Main City,29,"Data Science, Robotics, Artificial Intelligence",29389,High,http://www.ntnu.no/
National Academy of Fine Arts,Norway,Main City,58,"Cybersecurity, MBA, Robotics",14033,Low,http://ska.khio.no/main
University of Bergen,Norway,Main City,332,"MS Computer Science, Artificial Intelligence, Business Analytics",11764,High,http://www.uib.no/
University of Oslo,Norway,Main City,189,"Business Analytics, MS Computer Science, Software Engineering",8714,Medium,http://www.uio.no/
University of Stavanger,Norway,Main City,82,"Business Analytics, Cybersecurity, Robotics",27215,High,http://www.uis.no/
University of Tromsø,Norway,Main City,337,"Robotics, Data Science, Business Analytics",27941,Medium,http://www.uit.no/
Norwegian University of Life Sciences,Norway,Main City,412,"Robotics, Business Analytics, MBA",21358,Low,http://www.umb.no/
Norwegian College of Veterinary Medicine,Norway,Main City,385,"Robotics, Artificial Intelligence, Software Engineering",9177,Very High,http://www.veths.no/
Kristiania University College,Norway,Main City,254,"MBA, Artificial Intelligence, Data Science",13303,Low,https://kristiania.no
Aarhus School of Architecture,Denmark,Main City,388,"MS Computer Science, Cybersecurity, Artificial Intelligence",17852,Low,http://www.a-aarhus.dk/
Aalborg Business College,Denmark,Main City,309,"Robotics, MS Computer Science, Software Engineering",9523,Very High,http://www.ah.dk/
Aarhus Technical College,Denmark,Main City,85,"MBA, Data Science, Software Engineering",21727,Medium,http://www.ats.dk/
Aalborg University,Denmark,Main City,129,"MS Computer Science, Data Science, Artificial Intelligence",17303,Very High,http://www.auc.dk/
Aarhus University,Denmark,Main City,446,"Software Engineering, MS Computer Science, Robotics",10374,Low,http://www.au.dk/
Copenhagen Business School,Denmark,Main City,452,"Data Science, Robotics, MS Computer Science",21132,High,http://www.cbs.dk/
